?????,C7,001A9,ドン・キホーテ,国際通りくもじ店,
?????,C7,001AA,ドン・キホーテ,国際通りくもじ店,
?????,C7,00A45,神宮茶屋,,
?????,C7,0298D,売店,小田原駅,
?????,C7,04C2D,オリオン書房,ルミネ立川店,
?????,C7,04CDD,オリオン書房,ルミネ立川店,
?????,C7,056FB,喫茶センター,,
?????,C7,0A7B0,Urth Caffé,テラスモール湘南店,
?????,C7,0FAE6,ファミリーマート,中河原駅改札前店,
?????,C7,0FAE7,ファミリーマート,中河原駅改札前店,
?????,C7,0FCE1,FAMIMA,PARK AZABUDAI店,
?????,C7,0FCE2,FAMIMA,PARK AZABUDAI店,
?????,C7,0FCE3,FAMIMA,PARK AZABUDAI店,
?????,C7,11A38,BASHI BURGER CHANCE,池袋店,
?????,C7,186AC,グリーンハウス,小牧店,
?????,C7,1870C,ミスターワッフル,エチカ池袋店,
?????,C7,1871B,クリスピー・クリーム・ドーナツ,エチカ池袋店,
?????,C7,18795,ユニクロ,京都駅八条口店,
?????,C7,187F7,成城石井,エミオ武蔵境,
?????,C7,1B3F3,ハンズ,ららぽーと豊洲店,
?????,C7,1B5C0,EX THEATER ROPPONGI,,
?????,C7,22760,遠州鉄道,臨時乗車券発売所,
?????,C7,30DDF,ドトール珈琲店,飯田橋ラムラ店,
?????,C7,30DEA,ドトールコーヒーショップ,初台南口店,
?????,C7,30DEF,ドトールコーヒーショップ,有楽町駅前店,
?????,C7,30E00,ドトールコーヒーショップ,渋谷道玄坂店,
?????,C7,30E01,ドトールコーヒーショップ,渋谷道玄坂店,
?????,C7,310D1,カフェ・ラリー,,
?????,C7,311F3,ピアゴ,中村店,
?????,C7,31223,ドトールコーヒーショップ,初台北口店,
?????,C7,31325,国立国会図書館,東京本館,プリントアウトカウンター
?????,C7,314AB,マクドナルド,京王橋本駅店,
?????,C7,314AC,マクドナルド,京王橋本駅店,
?????,C7,31509,ダイソー,二子玉川ライズSC店,
?????,C7,317CC,アキバのエックス,秋葉原本店,
?????,C7,318AB,ピアゴ,ラフーズコア赤池店,
?????,C7,31E4C,PIER 5,,
?????,C7,31F28,東京食賓館,時計台1番前,
?????,C7,31F2F,空弁工房,,
?????,C7,31F82,PIER,,
?????,C7,3203F,DELEETS,,
?????,C7,3219E,ピアゴ,印場店,
?????,C7,3219F,ピアゴ,印場店,
?????,C7,321A0,ピアゴ,印場店,
?????,C7,321A1,ピアゴ,印場店,
?????,C7,321A2,ピアゴ,印場店,
?????,C7,321A3,ピアゴ,印場店,
?????,C7,321CB,PRONTO,渋谷東武ホテル店,
?????,C7,322A4,ピアゴ,半田店,
?????,C7,323BA,リバティー,秋葉原4号店,
?????,C7,3250F,第3ベイサイド,,
?????,C7,32516,七だし屋,,
?????,C7,3251B,BEER CAFÉ +,,
?????,C7,3251E,GGG CAFE,,
?????,C7,3251F,餃子とタンメン 天,,
?????,C7,32523,アーツ デリ キッチン,,
?????,C7,32526,ライブカフェ,,
?????,C7,32600,アーツ デリ,,
?????,C7,32609,カフェ&ビアレストラン アビオン,,
?????,C7,326AD,つるべや,ラスパ太田川店,
?????,C7,3276A,グリーンリーブスモール,済生会新潟病院,
?????,C7,32770,ベーカリーカフェコア,済生会新潟病院,
?????,C7,32DCC,名鉄タクシー,,
?????,C7,32F8A,名鉄タクシー,,
?????,C7,34461,天ぷら たかはし,第3旅客ターミナルビル羽田空港売店,
?????,C7,34470,けばぶ工房,,
?????,C7,345AC,和カフェテリア Dining 24 羽田食堂,,
?????,C7,34838,セブン‐イレブン,川崎アゼリア店,
?????,C7,34839,セブン‐イレブン,川崎アゼリア店,
?????,C7,3483A,セブン‐イレブン,川崎アゼリア店,
?????,C7,34B57,#中国料理#布袋,赤れんがテラス店,
?????,C7,350D4,ファミリーマート,尾張一宮PA上り店,
?????,C7,350D5,ファミリーマート,尾張一宮PA上り店,
?????,C7,350D6,ファミリーマート,尾張一宮PA上り店,
?????,C7,35429,ファミリーマート,岐阜公園前店,
?????,C7,3563F,ファミリーマート,香流三丁目店,
?????,C7,35640,ファミリーマート,香流三丁目店,
?????,C7,3574D,ファミリーマート,恵那峡SA上り店,
?????,C7,35A41,ファミリーマート,揖斐清水店,
?????,C7,35A42,ファミリーマート,揖斐清水店,
?????,C7,35ADE,YEBISU BAR,札幌駅アピア店,
?????,C7,35C69,ファミリーマート,菱池店,
?????,C7,35C6A,ファミリーマート,菱池店,
?????,C7,35F6E,アピタ,高蔵寺店,
?????,C7,36AEC,新宿FACE,,
?????,C7,382D0,北野エース,近鉄パッセ店,
?????,C7,38CE0,柳月,三方六studio店,
?????,C7,38CEA,ANA FESTA,千歳7番ゲート店,
?????,C7,38D2B,宮越屋珈琲,新千歳空港店,
?????,C7,38D2F,えびそば一幻,新千歳空港店,
?????,C7,3940F,カルディコーヒーファーム,新橋店,
