0,0,1,試験,試験,端末試験用 V2
0,0,2,試験,試験,端末試験用 V2-01
0,0,3,試験,試験,端末試験用 V2-02
0,0,4,試験,試験,端末試験用 V3-01-1
0,0,5,試験,試験,端末試験用 V3-01-2
0,0,6,試験,試験,端末試験用 V4-01
0,0,7,試験,試験,端末試験用 V4-01-A
0,1,1,JR東日本,K,東京
0,1,2,JR東日本,K,有楽町
0,1,3,JR東日本,K,新橋
0,1,4,JR東日本,K,浜松町
0,1,5,JR東日本,K,田町
0,1,6,JR東日本,K,高輪ゲートウェイ
0,1,7,JR東日本,K,品川
0,1,8,JR東日本,K,大井町
0,1,9,JR東日本,K,大森
0,1,11,JR東日本,K,蒲田
0,1,13,JR東日本,K,川崎
0,1,14,JR東日本,K,鶴見
0,1,16,JR東日本,K,新子安
0,1,17,JR東日本,K,東神奈川
0,1,18,JR東日本,K,横浜
0,1,20,JR東日本,S,保土ケ谷
0,1,20,JR東日本,Y,保土ケ谷
0,1,21,JR東日本,S,東戸塚
0,1,21,JR東日本,Y,東戸塚
0,1,22,JR東日本,S,戸塚
0,1,22,JR東日本,Y,戸塚
0,1,24,JR東日本,K,大船
0,1,25,JR東日本,T,藤沢
0,1,26,JR東日本,T,辻堂
0,1,27,JR東日本,T,茅ケ崎
0,1,29,JR東日本,T,平塚
0,1,30,JR東日本,T,大磯
0,1,32,JR東日本,T,二宮
0,1,33,JR東日本,T,国府津
0,1,34,JR東日本,T,鴨宮
0,1,35,JR東日本,T,小田原
0,1,37,JR東日本,T,早川
0,1,38,JR東日本,T,根府川
0,1,40,JR東日本,T,真鶴
0,1,41,JR東日本,T,湯河原
0,1,43,JR東日本,T,熱海
0,1,50,JR東海,T,熱海
0,1,51,JR東海,T,函南
0,1,53,JR東海,T,三島
0,1,55,JR東海,T,沼津
0,1,56,JR東海,T,片浜
0,1,57,JR東海,T,原
0,1,59,JR東海,T,東田子の浦
0,1,60,JR東海,T,吉原
0,1,62,JR東海,T,富士
0,1,64,JR東海,T,富士川
0,1,65,JR東海,T,新蒲原
0,1,66,JR東海,T,蒲原
0,1,67,JR東海,T,由比
0,1,69,JR東海,T,興津
0,1,71,JR東海,T,清水
0,1,73,JR東海,T,草薙
0,1,75,JR東海,T,東静岡
0,1,76,JR東海,T,静岡
0,1,78,JR東海,T,安倍川
0,1,79,JR東海,T,用宗
0,1,81,JR東海,T,焼津
0,1,82,JR東海,T,西焼津
0,1,83,JR東海,T,藤枝
0,1,85,JR東海,T,六合
0,1,86,JR東海,T,島田
0,1,88,JR東海,T,金谷
0,1,90,JR東海,T,菊川
0,1,92,JR東海,T,掛川
0,1,93,JR東海,T,愛野
0,1,94,JR東海,T,袋井
0,1,95,JR東海,T,御厨
0,1,96,JR東海,T,磐田
0,1,97,JR東海,T,豊田町
0,1,98,JR東海,T,天竜川
0,1,100,JR東海,T,浜松
0,1,102,JR東海,T,高塚
0,1,104,JR東海,T,舞阪
0,1,105,JR東海,T,弁天島
0,1,106,JR東海,T,新居町
0,1,107,JR東海,T,鷲津
0,1,109,JR東海,T,新所原
0,1,110,JR東海,T,二川
0,1,112,JR東海,T,豊橋
0,1,114,JR東海,T,西小坂井
0,1,115,JR東海,T,愛知御津
0,1,116,JR東海,T,三河大塚
0,1,117,JR東海,T,三河三谷
0,1,118,JR東海,T,蒲郡
0,1,119,JR東海,T,三河塩津
0,1,120,JR東海,T,三ケ根
0,1,121,JR東海,T,幸田
0,1,122,JR東海,T,相見
0,1,124,JR東海,T,岡崎
0,1,125,JR東海,T,西岡崎
0,1,126,JR東海,T,安城
0,1,127,JR東海,T,三河安城
0,1,128,JR東海,T,東刈谷
0,1,129,JR東海,T,野田新町
0,1,130,JR東海,T,刈谷
0,1,131,JR東海,T,逢妻
0,1,132,JR東海,T,大府
0,1,134,JR東海,T,共和
0,1,135,JR東海,T,南大高
0,1,136,JR東海,T,大高
0,1,138,JR東海,T,笠寺
0,1,140,JR東海,T,熱田
0,1,141,JR東海,T,金山
0,1,142,JR東海,T,尾頭橋
0,1,144,JR東海,T,名古屋
0,1,146,JR東海,T,枇杷島
0,1,148,JR東海,T,清洲
0,1,150,JR東海,T,稲沢
0,1,153,JR東海,T,尾張一宮
0,1,155,JR東海,T,木曽川
0,1,158,JR東海,T,岐阜
0,1,159,JR東海,T,西岐阜
0,1,161,JR東海,T,穂積
0,1,163,JR東海,T,大垣
0,1,166,JR東海,T,垂井
0,1,168,JR東海,T,関ケ原
0,1,170,JR東海,T,柏原
0,1,171,JR東海,T,近江長岡
0,1,173,JR東海,T,醒ケ井
0,1,175,JR東海,T,米原
0,1,177,JR西日本,T,彦根
0,1,178,JR西日本,T,南彦根
0,1,179,JR西日本,T,河瀬
0,1,181,JR西日本,T,稲枝
0,1,182,JR西日本,T,能登川
0,1,184,JR西日本,T,安土
0,1,186,JR西日本,T,近江八幡
0,1,188,JR西日本,T,篠原
0,1,190,JR西日本,T,野洲
0,1,192,JR西日本,T,守山
0,1,193,JR西日本,T,栗東
0,1,194,JR西日本,T,草津
0,1,195,JR西日本,T,南草津
0,1,197,JR西日本,T,瀬田
0,1,198,JR西日本,T,石山
0,1,199,JR西日本,T,膳所
0,1,200,JR西日本,T,大津
0,1,202,JR西日本,T,山科
0,1,204,JR西日本,T,京都
0,1,205,JR西日本,T,西大路
0,1,207,JR西日本,T,桂川
0,1,208,JR西日本,T,向日町
0,1,210,JR西日本,T,長岡京
0,1,213,JR西日本,T,山崎
0,1,214,JR西日本,T,島本
0,1,216,JR西日本,T,高槻
0,1,219,JR西日本,T,摂津富田
0,1,220,JR西日本,T,総持寺
0,1,221,JR西日本,T,茨木
0,1,224,JR西日本,T,千里丘
0,1,225,JR西日本,T,岸辺
0,1,226,JR西日本,T,吹田
0,1,229,JR西日本,T,東淀川
0,1,230,JR西日本,T,新大阪
0,1,232,JR西日本,T,大阪
0,1,234,JR西日本,T,塚本
0,1,236,JR西日本,T,尼崎
0,1,238,JR西日本,T,立花
0,1,239,JR西日本,T,甲子園口
0,1,241,JR西日本,T,西宮
0,1,242,JR西日本,T,さくら夙川
0,1,243,JR西日本,T,芦屋
0,1,244,JR西日本,T,甲南山手
0,1,246,JR西日本,T,摂津本山
0,1,247,JR西日本,T,住吉
0,1,248,JR西日本,T,六甲道
0,1,249,JR西日本,T,摩耶
0,1,250,JR西日本,T,灘
0,1,251,JR西日本,T,三ノ宮
0,1,252,JR西日本,T,元町
0,1,253,JR西日本,T,神戸
0,2,1,JR東日本,K,東京
0,2,2,JR東日本,K,神田
0,2,3,JR東日本,K,秋葉原
0,2,4,JR東日本,K,御徒町
0,2,6,JR東日本,K,上野
0,2,7,JR東日本,K,鶯谷
0,2,8,JR東日本,K,日暮里
0,2,9,JR東日本,K,西日暮里
0,2,11,JR東日本,K,田端
0,2,12,JR東日本,K,上中里
0,2,13,JR東日本,K,王子
0,2,14,JR東日本,K,東十条
0,2,16,JR東日本,K,赤羽
0,2,17,JR東日本,K,川口
0,2,18,JR東日本,K,西川口
0,2,19,JR東日本,K,蕨
0,2,21,JR東日本,K,南浦和
0,2,22,JR東日本,K,浦和
0,2,23,JR東日本,K,北浦和
0,2,24,JR東日本,K,与野
0,2,25,JR東日本,K,さいたま新都心
0,2,26,JR東日本,K,大宮
0,2,27,JR東日本,T,土呂
0,2,28,JR東日本,T,東大宮
0,2,30,JR東日本,T,蓮田
0,2,32,JR東日本,T,白岡
